patch_id,timestamp,raw_s2,proc_s2,ndvi,ndwi,building,road,raw_s1,proc_s1,dem,slope
patch_00032_5925311e,2018-09-28T21:53:04+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-09-30T02:40:10.316000+00:00,1,1,1,1,0,0,0,0,1,1
patch_00032_5925311e,2018-10-03T22:01:30+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-04T21:52:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-07T10:41:20+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-10T02:40:11.891000+00:00,1,1,1,1,0,0,0,0,1,1
patch_00032_5925311e,2018-10-10T21:53:05+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-15T22:01:30+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-16T21:52:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-19T10:41:20+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-22T21:53:05+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-25T10:40:36+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-27T22:01:30+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-28T21:52:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-10-30T02:40:13.293000+00:00,1,1,1,1,0,0,0,0,1,1
patch_00032_5925311e,2018-10-31T10:41:20+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-03T21:53:05+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-08T22:01:30+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-09T21:52:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-12T10:41:20+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-15T21:53:04+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-19T02:40:12.875000+00:00,1,1,1,1,0,0,0,0,1,1
patch_00032_5925311e,2018-11-20T22:01:30+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-21T21:52:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-24T10:41:20+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-11-27T21:53:04+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-02T22:01:29+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-03T21:52:27+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-06T10:41:19+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-14T22:01:29+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-15T21:52:27+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-18T10:41:19+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-21T21:53:03+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-26T22:01:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-27T21:52:26+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2018-12-30T10:41:18+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2019-01-02T21:53:03+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2019-01-05T10:40:53+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2019-01-07T22:01:28+00:00,0,0,1,1,0,0,1,1,1,1
patch_00032_5925311e,2019-01-08T21:52:26+00:00,0,0,1,1,0,0,1,1,1,1
